ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City
797.0,LINCOLN,Continental,Continental,null,LINCOLN Continental,null,2002,4,beige,null,2,5,null,4602,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Automat,119600,0,Limousine,Benzin,Zuzwil
798.0,MASERATI,GHIBLI,Ghibli 2.8 GT,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT,null,1996,2,beige,null,3,5,null,2788,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,40600,284,Coupé,Benzin,Zuzwil
799.0,MERCEDES-BENZ,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,G,2000,4,schwarz,320 g/km,5,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,74500,306,Limousine,Benzin,Zuzwil
8.0,ASTON MARTIN,DB9,DB9 Volante,DB9 Volante,ASTON MARTIN DB9 Volante,G,2005,2,schwarz,394 g/km,11,4,16.5 l/100km,5935,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat sequentiell,31800,457,Cabriolet,Benzin,Zuzwil
80.0,LANCIA,DELTA,DELTA Integrale EVO,Integrale EVO,LANCIA DELTA Integrale EVO,null,1995,5,beige,null,2,5,null,1994,Occasion,"""Ab MFK""",blau,Allrad,Schaltgetriebe,68000,212,Limousine,Benzin,Zuzwil
800.0,BMW,525,525i,525i,BMW 525i,null,2002,4,beige,225 g/km,2,5,9.4 l/100km,2494,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,125900,193,Limousine,Benzin,Zuzwil
801.0,BMW,M6,M6,M6,BMW M6,G,2012,2,schwarz,239 g/km,6,4,10.3 l/100km,4395,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,66800,560,Cabriolet,Benzin,Zuzwil
802.0,MERCEDES-BENZ,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,G,2008,2,schwarz,369 g/km,6,2,15.3 l/100km,6209,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,45000,507,Coupé,Benzin,Zuzwil
803.0,PORSCHE,911,911 Turbo ll 3.6,Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6,null,1993,2,schwarz,null,10,2,null,3598,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,128200,445,Coupé,Benzin,Zuzwil
804.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,null,1997,4,grau,305 g/km,8,5,13.4 l/100km,3199,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,58000,231,Limousine,Benzin,Zuzwil
805.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,null,1984,2,schwarz,null,3,4,null,3299,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,63500,300,Coupé,Benzin,Zuzwil
806.0,HONDA,ACCORD,Accord Coupé V6 3.0i VTEC,Accord Coupé V6 3.0i VTEC,HONDA Accord Coupé V6 3.0i VTEC,G,1998,2,anthrazit,253 g/km,7,5,10.7 l/100km,2997,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Automat,186000,200,Coupé,Benzin,Zuzwil
807.0,AUDI,RS5,RS5 Coupé 4.2FSI quattro,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro,G,2011,2,schwarz,252 g/km,1,4,10.8 l/100km,4163,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,31750,450,Coupé,Benzin,Zuzwil
808.0,FERRARI,458,458 Italia 4.5 V8,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,G,2010,2,rot,275 g/km,10,2,11.8 l/100km,4497,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,680,566,Coupé,Benzin,Zuzwil
809.0,ROLLS-ROYCE,Silver Spur,Silver Spur,null,ROLLS-ROYCE Silver Spur,null,1988,4,beige,null,9,5,null,6747,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,73800,215,Limousine,null,Zuzwil
81.0,NSU,,TTS,TTS,NSU TTS,null,1971,0,schwarz,null,7,4,null,0,Occasion,"""Ab MFK""",blau,null,Schaltgetriebe,75000,70,Limousine,null,Zuzwil
810.0,JAGUAR,XK,XKR 5.0 V8 SC,XKR 5.0 V8 SC,JAGUAR XKR 5.0 V8 SC,G,2009,2,schwarz,292 g/km,3,4,12.5 l/100km,5000,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,49500,510,Cabriolet,Benzin,Zuzwil
811.0,BMW,535,535d xDrive,535d xDrive,BMW 535d xDrive,D,2012,4,grau,149 g/km,4,5,5.7 l/100km,2993,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,82000,313,Limousine,Diesel,Zuzwil
812.0,PORSCHE,911,911 GT2,911 GT2,PORSCHE 911 GT2,G,2002,2,schwarz,309 g/km,5,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,38200,462,Coupé,Benzin,Zuzwil
813.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,G,2006,2,grau,292 g/km,5,2,12.1 l/100km,4966,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,8000,306,Cabriolet,Benzin,Zuzwil
814.0,LAMBORGHINI,HURACAN,Huracan LP610-4 Coupé,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé,G,2016,2,schwarz,280 g/km,1,2,12.0 l/100km,5204,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,2100,610,Coupé,Benzin,Zuzwil
815.0,MERCEDES-BENZ,C 63 AMG,C 63 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ C 63 AMG BLACK SERIES,null,2012,2,schwarz,null,3,2,null,6208,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,500,517,Coupé,Benzin,Zuzwil
816.0,BMW,740,740iL,740iL,BMW 740iL,null,1999,4,schwarz,317 g/km,5,5,13.3 l/100km,4398,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,18300,286,Limousine,Benzin,Zuzwil
817.0,PORSCHE,911,911 GT3 CUP,GT3 CUP,PORSCHE 911 GT3 CUP,null,2000,2,null,null,5,0,null,3600,Occasion,"""Ab MFK"", ""Tuning""",schwarz mét.,null,Schaltgetriebe,7000,370,Coupé,Benzin,Zuzwil
818.0,FERRARI,612,612,612,FERRARI 612,G,2004,2,schwarz,475 g/km,7,4,20.7 l/100km,5748,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,113800,540,Coupé,Benzin,Zuzwil
819.0,BMW,328,328i A Cabrio,328i A Cabrio,BMW 328i A Cabrio,null,1995,2,beige,null,8,4,10.4 l/100km,2792,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,49900,193,Cabriolet,Benzin,Zuzwil
82.0,TOYOTA,CELICA,CELICA 2000GT,2000GT,TOYOTA CELICA 2000GT,null,1976,2,mehrfarbig,null,11,4,null,1988,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,38700,120,Coupé,Benzin,Zuzwil
820.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,null,1995,2,blau,null,2,4,null,3598,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,134100,272,Coupé,Benzin,Zuzwil
821.0,LANCIA,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,null,1993,5,grau,null,12,5,null,1994,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,131000,212,Limousine,Benzin,Zuzwil
822.0,TOYOTA,LAND CRUISER,LAND CRUISER BJ 40 LT,BJ 40 LT,TOYOTA LAND CRUISER BJ 40 LT,null,1979,3,mehrfarbig,null,7,6,null,2977,Occasion,null,schwarz mét.,Allrad,Schaltgetriebe,240500,0,SUV / Geländewagen,Diesel,Zuzwil
823.0,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,G,2006,2,mehrfarbig,400 g/km,9,4,17.5 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,38900,390,Coupé,Benzin,Zuzwil
824.0,HARLEY-DAVIDSON,,HPU Hurricane TC,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC,null,2006,0,null,null,4,0,null,1449,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe,100,0,,Benzin,Zuzwil
825.0,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,null,1994,5,grau,414 g/km,11,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,87000,226,SUV / Geländewagen,Benzin,Zuzwil
826.0,MERCEDES-BENZ,CL 65 AMG,CL 65 AMG,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,G,2008,2,beige,355 g/km,5,4,14.8 l/100km,5981,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,43000,612,Coupé,Benzin,Zuzwil
827.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,G,2004,2,anthrazit,346 g/km,3,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,96400,500,Cabriolet,Benzin,Zuzwil
828.0,BMW,,323 i E21,323 i E21,BMW 323 i E21,null,1979,2,blau,null,5,5,null,2315,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe,157400,143,Coupé,Benzin,Zuzwil
829.0,MASERATI,GRANTURISMO,GranTurismo,GranTurismo,MASERATI GranTurismo,G,2009,2,braun,330 g/km,12,4,14.3 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz mét.,Hinterradantrieb,Automat sequentiell,8700,405,Coupé,Benzin,Zuzwil
83.0,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,G,2006,2,schwarz,288 g/km,9,4,12.3 l/100km,5461,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat sequentiell,15100,388,Coupé,Benzin,Zuzwil
830.0,SMART,FORTWO,Fortwo passion,Fortwo passion,SMART Fortwo passion,F,2003,3,schwarz,127 g/km,7,2,5.3 l/100km,698,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,165000,61,Cabriolet,Benzin,Zuzwil
831.0,AUDI,S6,S6 Avant quattro,S6 Avant quattro,AUDI S6 Avant quattro,null,2000,5,schwarz,350 g/km,10,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,211000,340,Kombi,Benzin,Zuzwil
832.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,G,2000,2,schwarz,309 g/km,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatik-Getriebe,80000,420,Coupé,Benzin,Zuzwil
833.0,MERCEDES-BENZ,R 500,R 500 4Matic,R 500 4Matic,MERCEDES-BENZ R 500 4Matic,G,2006,5,schwarz,331 g/km,1,6,13.9 l/100km,4966,Neu,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,500,306,Kombi,Benzin,Zuzwil
834.0,ROLLS-ROYCE,CORNICHE,CORNICHE Convertible,Convertible,ROLLS-ROYCE CORNICHE Convertible,null,1982,0,anthrazit,null,1,4,null,0,Oldtimer,null,schwarz mét.,Hinterradantrieb,Automatik-Getriebe,70000,0,Cabriolet,Benzin,Basel
835.0,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,null,1999,2,null,295 g/km,4,4,12.0 l/100km,3387,Occasion,"""Ab MFK""",silber,Allrad,Schaltgetriebe manuell,35100,300,Coupé,Benzin,Zuzwil
836.0,LANCIA,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,null,1994,5,beige,null,1,5,null,1994,Occasion,"""Ab MFK""",silber,Allrad,Schaltgetriebe manuell,130300,212,Limousine,Benzin,Zuzwil
837.0,ALFA ROMEO,GT,GT 1300 Junior,1300 Junior,ALFA ROMEO GT 1300 Junior,null,1972,2,schwarz,null,6,5,null,1290,Occasion,null,silber,null,Schaltgetriebe manuell,79380,0,Limousine,Benzin,Zuzwil
838.0,FERRARI,599,599 GTB HGTE,599 GTB HGTE,FERRARI 599 GTB HGTE,G,2010,2,schwarz,415 g/km,4,2,17.9 l/100km,5999,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatisiertes Schaltgetriebe,28900,620,Coupé,Benzin,Zuzwil
839.0,FERRARI,365,365 Daytona Plexiglas,Daytona Plexiglas,FERRARI 365 Daytona Plexiglas,null,1970,2,schwarz,null,9,2,null,4390,Oldtimer,null,silber,null,null,8000,352,Coupé,Benzin,Sursee
84.0,FERRARI,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,null,1995,2,schwarz,null,5,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,78000,380,Coupé,Benzin,Zuzwil
840.0,RENAULT,ALPINE,Alpine A310 V6 VFA-2700 VAA,Alpine A310 V6 VFA-2700 VAA,RENAULT Alpine A310 V6 VFA-2700 VAA,null,1984,2,schwarz,null,5,4,null,2664,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,78000,150,Coupé,Benzin,Zuzwil
841.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,G,2004,4,schwarz,310 g/km,2,5,12.9 l/100km,5439,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,147400,476,Limousine,Benzin,Zuzwil
842.0,MERCEDES-BENZ,C 280,C 280 Elégance,C 280 Elégance,MERCEDES-BENZ C 280 Elégance,G,1997,5,schwarz,245 g/km,6,5,10.2 l/100km,2799,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,62500,197,Kombi,Benzin,Zuzwil
843.0,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,G,2003,5,schwarz,350 g/km,2,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",silber,Allrad,Automat sequentiell,144200,450,Kombi,Benzin,Zuzwil
844.0,AUDI,S8,S8 4.2 quattro,S8 4.2 quattro,AUDI S8 4.2 quattro,null,1998,4,schwarz,343 g/km,1,5,14.3 l/100km,4172,Occasion,"""Ab MFK""",silber,Allrad,Automatik-Getriebe,57000,340,Limousine,Benzin,Zuzwil
845.0,VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,VW Touareg 5.0 TDI V10,G,2003,5,schwarz,332 g/km,11,5,12.3 l/100km,4921,Occasion,"""Ab MFK""",silber,Allrad,Automat,117800,313,SUV / Geländewagen,Diesel,Zuzwil
846.0,NISSAN,200 SX,200 SX 1.8 16V Turbo,200 SX 1.8 16V Turbo,NISSAN 200 SX 1.8 16V Turbo,null,1990,3,mehrfarbig,null,6,4,null,1808,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,162900,169,Coupé,Benzin,Zuzwil
847.0,FERRARI,599,599 GTB,599 GTB,FERRARI 599 GTB,G,2008,2,grau,415 g/km,4,2,17.9 l/100km,5999,Vorführmodell,null,silber,Hinterradantrieb,Automatisiertes Schaltgetriebe,26000,620,Coupé,Benzin,Zuzwil
848.0,PORSCHE,911,911 Turbo II,911 Turbo II,PORSCHE 911 Turbo II,null,1991,2,rot,null,8,4,null,3297,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,101300,320,Coupé,Benzin,Zuzwil
849.0,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,null,2009,2,schwarz,null,7,2,null,5980,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,34000,670,Coupé,Benzin,Zuzwil
85.0,BMW,M3,M3,M3,BMW M3,G,2002,2,grau,328 g/km,5,4,13.6 l/100km,3246,Occasion,"""Ab MFK""",blau mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,49600,343,Cabriolet,Benzin,Zuzwil
850.0,AUDI,RS4,RS4 4.2 V8 quattro,RS4 4.2 V8 quattro,AUDI RS4 4.2 V8 quattro,G,2011,4,schwarz,324 g/km,0,5,13.5 l/100km,4163,Occasion,"""Ab MFK""",silber,Allrad,Schaltgetriebe manuell,1350,420,Limousine,Benzin,Zuzwil
851.0,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,G,2000,2,schwarz,321 g/km,2,4,13.4 l/100km,5786,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",silber,Hinterradantrieb,Automat,75400,367,Coupé,Benzin,Zuzwil
852.0,PORSCHE,911,911 GT3,911 GT3,PORSCHE 911 GT3,null,1999,2,null,null,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,47900,360,Coupé,Benzin,Zuzwil
853.0,VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,VW Touareg 5.0 TDI V10,G,2006,5,null,346 g/km,9,5,12.8 l/100km,4921,Occasion,"""Ab MFK""",silber,Allrad,Automat,104500,313,SUV / Geländewagen,Diesel,Zuzwil
854.0,ASTON MARTIN,DB9,DB9,DB9,ASTON MARTIN DB9,G,2005,2,schwarz,394 g/km,1,4,16.5 l/100km,5935,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat sequentiell,40800,457,Coupé,Benzin,Zuzwil
855.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,null,1994,2,braun,null,3,5,null,4971,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,111500,320,Cabriolet,Benzin,Zuzwil
856.0,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,G,2003,2,beige,353 g/km,7,4,14.7 l/100km,5513,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,22400,500,Coupé,Benzin,Zuzwil
857.0,FORD (USA),MUSTANG,Mustang,null,FORD (USA) Mustang,null,1968,3,schwarz,null,3,4,null,7200,Occasion,null,silber,Hinterradantrieb,Automat,1000,360,Cabriolet,Benzin,Sursee
858.0,CHEVROLET,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,G,2009,2,schwarz,355 g/km,7,2,15.0 l/100km,6162,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,4000,647,Coupé,Benzin,Zuzwil
859.0,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,null,2003,2,beige,440 g/km,2,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,55800,400,Cabriolet,Benzin,Zuzwil
86.0,DAIHATSU,CHARADE,Charade 1.0 Turbo,Charade 1.0 Turbo,DAIHATSU Charade 1.0 Turbo,null,1985,3,mehrfarbig,null,9,4,null,993,Occasion,"""Ab MFK""",blau mét.,Vorderradantrieb,Schaltgetriebe manuell,61800,68,Kleinwagen,Benzin,Zuzwil
860.0,BMW,545,545i,545i,BMW 545i,null,2003,4,beige,264 g/km,9,5,10.9 l/100km,4398,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,33600,333,Limousine,Benzin,Zuzwil
861.0,MERCEDES-BENZ,C 240,C 240 Elégance,C 240 Elégance,MERCEDES-BENZ C 240 Elégance,null,2000,4,grau,257 g/km,7,5,10.7 l/100km,2597,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,162900,170,Limousine,Benzin,Zuzwil
862.0,MASERATI,GRANSPORT,Coupé GranSport,Coupé GranSport,MASERATI Coupé GranSport,G,2005,2,schwarz,400 g/km,1,4,17.5 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",silber,Hinterradantrieb,Automatisiertes Schaltgetriebe,38400,400,Coupé,Benzin,Zuzwil
863.0,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,G,2008,2,rot,362 g/km,7,2,14.0 l/100km,5981,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",silber mét.,Hinterradantrieb,Automat sequentiell,24000,612,Cabriolet,Benzin,Zuzwil
864.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,null,2001,2,grau,309 g/km,2,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",silber mét.,Allrad,Automatik-Getriebe,82100,420,Coupé,Benzin,Zuzwil
865.0,NSU,,TT,TT,NSU TT,null,1972,2,schwarz,null,4,5,null,1177,Occasion,"""Ab MFK""",silber mét.,null,Schaltgetriebe,82804,65,Limousine,Benzin,Zuzwil
866.0,McLAREN,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,G,2012,2,schwarz,279 g/km,3,2,11.7 l/100km,3798,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,1200,626,Coupé,Benzin,Zuzwil
867.0,BMW,735,735i,735i,BMW 735i,null,1999,4,schwarz,291 g/km,8,5,12.1 l/100km,3498,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,33900,238,Limousine,Benzin,Zuzwil
868.0,MERCEDES-BENZ,E 250,E 250 CGI BlueEff Avgarde,E 250 CGI BlueEff Avgarde,MERCEDES-BENZ E 250 CGI BlueEff Avgarde,G,2010,4,schwarz,187 g/km,6,5,8.0 l/100km,1796,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,29800,204,Limousine,Benzin,Zuzwil
869.0,RENAULT,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,null,1982,2,null,null,10,4,null,2664,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Schaltgetriebe manuell,31000,150,Coupé,Benzin,Zuzwil
87.0,CITROEN,C5,C5 3.0 V6 Exclusive,C5 3.0 V6 Exclusive,CITROEN C5 3.0 V6 Exclusive,G,2001,5,schwarz,226 g/km,6,5,9.6 l/100km,2946,Occasion,"""Ab MFK""",blau mét.,Vorderradantrieb,Schaltgetriebe manuell,83800,208,Limousine,Benzin,Zuzwil
870.0,TOYOTA,COROLLA,Corolla 2.0 D4D L.Terra,Corolla 2.0 D4D L.Terra,TOYOTA Corolla 2.0 D4D L.Terra,D,2004,5,grau,152 g/km,6,5,5.7 l/100km,1995,Occasion,"""Ab MFK""",silber mét.,Vorderradantrieb,Schaltgetriebe manuell,144000,116,Kombi,Diesel,Zuzwil
871.0,BENTLEY,ARNAGE,Arnage Green Label,Arnage Green Label,BENTLEY Arnage Green Label,G,2000,4,beige,390 g/km,4,5,19.9 l/100km,4398,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat,42300,354,Limousine,Benzin,Zuzwil
872.0,BMW,M6,M6,M6,BMW M6,G,2005,2,schwarz,357 g/km,7,4,14.8 l/100km,4999,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,8500,507,Coupé,Benzin,Zuzwil
873.0,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,null,2000,2,schwarz,309 g/km,12,4,12.9 l/100km,3600,Occasion,null,silber mét.,Allrad,Automatik-Getriebe,60500,420,Coupé,Benzin,Zuzwil
874.0,FERRARI,575M,575M,575M,FERRARI 575M,G,2005,2,grau,499 g/km,3,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automatik-Getriebe,22500,517,Coupé,Benzin,Zuzwil
875.0,BMW,X1,X1 xDrive 25d Sport Line,X1 xDrive 25d Sport Line,BMW X1 xDrive 25d Sport Line,C,2012,5,rot,145 g/km,9,5,5.5 l/100km,1995,Occasion,"""Ab MFK""",silber mét.,Allrad,Automat sequentiell,39200,218,SUV / Geländewagen,Diesel,Zuzwil
876.0,MERCEDES-BENZ,S 65 AMG,S 65 L AMG 650PS,S 65 L AMG 650PS,MERCEDES-BENZ S 65 L AMG 650PS,G,2004,4,beige,357 g/km,8,5,14.9 l/100km,5981,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat,61000,612,Limousine,Benzin,Zuzwil
877.0,FERRARI,456,456M GT,456M GT,FERRARI 456M GT,G,2000,2,beige,495 g/km,3,4,22.0 l/100km,5474,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Schaltgetriebe manuell,35000,442,Coupé,Benzin,Zuzwil
878.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,G,2009,4,beige,286 g/km,2,5,12.2 l/100km,5461,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,52000,388,Limousine,Benzin,Zuzwil
879.0,VW,GOLF,Golf R32 4Motion,Golf R32 4Motion,VW Golf R32 4Motion,G,2007,5,schwarz,235 g/km,2,5,9.8 l/100km,3189,Occasion,"""Ab MFK""",silber mét.,Allrad,Automatisiertes Schaltgetriebe,105800,250,Limousine,Benzin,Zuzwil
88.0,FORD,CAPRI,CAPRI RS 2600,RS 2600,FORD CAPRI RS 2600,null,1971,3,schwarz,null,5,4,null,2632,Occasion,null,blau mét.,Hinterradantrieb,Schaltgetriebe,64600,150,Coupé,Benzin,Zuzwil
880.0,RENAULT,SPORT SPIDER,SPORT SPIDER Windschutzscheibe,Windschutzscheibe,RENAULT SPORT SPIDER Windschutzscheibe,null,2000,0,grau,null,9,2,null,0,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Schaltgetriebe,8000,0,Cabriolet,null,Zuzwil
881.0,RENAULT,R5,R5 Alpine,Alpine,RENAULT R5 Alpine,null,1981,3,mehrfarbig,null,7,5,null,1397,Occasion,null,silber mét.,Vorderradantrieb,Schaltgetriebe,147800,93,Kleinwagen,Benzin,Zuzwil
882.0,MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,MERCEDES-BENZ S 65 AMG L,G,2008,4,schwarz,355 g/km,6,5,14.8 l/100km,5981,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,56200,612,Limousine,Benzin,Zuzwil
